Date,Time,Latitude,Longitude,Altitude (m),Speed (m/s)
2/17/2026, 17:44:18, 39.743526, -105.151253, 1731.40, 6.20
2/17/2026, 17:44:19, 39.743504, -105.151337, 1731.20, 7.22
2/17/2026, 17:44:20, 39.743473, -105.151413, 1731.40, 7.96
2/17/2026, 17:44:21, 39.743446, -105.151497, 1731.30, 8.49
2/17/2026, 17:44:22, 39.743416, -105.151596, 1731.40, 8.78
2/17/2026, 17:44:23, 39.743393, -105.151695, 1731.30, 8.99
2/17/2026, 17:44:24, 39.743362, -105.151787, 1731.50, 9.09
2/17/2026, 17:44:25, 39.743343, -105.151886, 1731.60, 8.50
2/17/2026, 17:44:26, 39.743343, -105.151985, 1731.70, 7.86
2/17/2026, 17:44:27, 39.743347, -105.152069, 1731.90, 6.54
2/17/2026, 17:44:28, 39.743355, -105.152130, 1732.10, 5.79
2/17/2026, 17:44:29, 39.743351, -105.152199, 1732.20, 5.59
2/17/2026, 17:44:30, 39.743336, -105.152260, 1732.20, 5.60
2/17/2026, 17:44:31, 39.743301, -105.152313, 1732.20, 5.92
2/17/2026, 17:44:32, 39.743263, -105.152359, 1732.20, 5.21
2/17/2026, 17:44:33, 39.743233, -105.152390, 1732.20, 4.34
2/17/2026, 17:44:34, 39.743206, -105.152412, 1732.10, 3.01
2/17/2026, 17:44:35, 39.743191, -105.152443, 1732.30, 3.69
2/17/2026, 17:44:36, 39.743183, -105.152489, 1732.20, 4.65
2/17/2026, 17:44:37, 39.743187, -105.152557, 1732.40, 5.86
2/17/2026, 17:44:38, 39.743198, -105.152634, 1732.30, 7.38
2/17/2026, 17:44:39, 39.743202, -105.152733, 1732.10, 8.34
2/17/2026, 17:44:40, 39.743198, -105.152832, 1732.40, 8.59
2/17/2026, 17:44:41, 39.743176, -105.152931, 1732.50, 8.87
2/17/2026, 17:44:42, 39.743145, -105.153030, 1732.60, 9.66
2/17/2026, 17:44:43, 39.743095, -105.153122, 1732.70, 9.84
2/17/2026, 17:44:44, 39.743031, -105.153206, 1732.90, 10.02
2/17/2026, 17:44:45, 39.742958, -105.153290, 1733.40, 9.87
2/17/2026, 17:44:46, 39.742874, -105.153336, 1733.60, 10.69
2/17/2026, 17:44:47, 39.742783, -105.153389, 1733.70, 11.32
2/17/2026, 17:44:48, 39.742683, -105.153404, 1733.90, 11.83
2/17/2026, 17:44:49, 39.742588, -105.153419, 1734.30, 11.30
2/17/2026, 17:44:50, 39.742485, -105.153435, 1734.60, 11.12
2/17/2026, 17:44:51, 39.742386, -105.153450, 1734.50, 11.69
2/17/2026, 17:44:52, 39.742275, -105.153481, 1734.80, 12.19
2/17/2026, 17:44:53, 39.742176, -105.153519, 1735.10, 11.88
2/17/2026, 17:44:54, 39.742073, -105.153580, 1735.20, 12.40
2/17/2026, 17:44:55, 39.741970, -105.153648, 1735.20, 12.69
2/17/2026, 17:44:56, 39.741879, -105.153725, 1735.50, 12.98
2/17/2026, 17:44:57, 39.741783, -105.153809, 1735.30, 13.09
2/17/2026, 17:44:58, 39.741695, -105.153923, 1735.40, 13.38
2/17/2026, 17:44:59, 39.741615, -105.154037, 1735.60, 12.93
2/17/2026, 17:45:00, 39.741539, -105.154167, 1735.40, 13.64
2/17/2026, 17:45:01, 39.741478, -105.154297, 1735.20, 13.86
2/17/2026, 17:45:02, 39.741428, -105.154442, 1735.10, 13.90
2/17/2026, 17:45:03, 39.741375, -105.154610, 1734.60, 13.92
2/17/2026, 17:45:04, 39.741322, -105.154755, 1734.20, 14.17
2/17/2026, 17:45:05, 39.741272, -105.154900, 1733.60, 14.52
2/17/2026, 17:45:06, 39.741215, -105.155060, 1733.40, 14.36
2/17/2026, 17:45:07, 39.741161, -105.155205, 1733.60, 14.34
2/17/2026, 17:45:08, 39.741104, -105.155357, 1733.70, 14.22
2/17/2026, 17:45:09, 39.741039, -105.155502, 1734.20, 13.87
2/17/2026, 17:45:10, 39.740967, -105.155632, 1734.40, 13.84
2/17/2026, 17:45:11, 39.740891, -105.155762, 1734.90, 13.64
2/17/2026, 17:45:12, 39.740799, -105.155876, 1735.30, 13.66
2/17/2026, 17:45:13, 39.740707, -105.155975, 1735.60, 14.05
2/17/2026, 17:45:14, 39.740601, -105.156075, 1736.00, 14.06
2/17/2026, 17:45:15, 39.740490, -105.156166, 1736.20, 14.35
2/17/2026, 17:45:16, 39.740376, -105.156235, 1736.40, 14.46
2/17/2026, 17:45:17, 39.740253, -105.156319, 1735.90, 14.48
2/17/2026, 17:45:18, 39.740131, -105.156364, 1735.80, 14.90
2/17/2026, 17:45:19, 39.740002, -105.156410, 1735.50, 15.05
2/17/2026, 17:45:20, 39.739868, -105.156448, 1735.60, 15.02
2/17/2026, 17:45:21, 39.739738, -105.156494, 1736.10, 15.03
2/17/2026, 17:45:22, 39.739613, -105.156525, 1736.30, 15.11
2/17/2026, 17:45:23, 39.739487, -105.156593, 1736.60, 15.14
2/17/2026, 17:45:24, 39.739372, -105.156639, 1737.10, 13.91
2/17/2026, 17:45:25, 39.739269, -105.156723, 1737.80, 12.40
2/17/2026, 17:45:26, 39.739189, -105.156807, 1738.70, 10.43
2/17/2026, 17:45:27, 39.739124, -105.156883, 1739.60, 9.81
2/17/2026, 17:45:28, 39.739059, -105.156967, 1740.10, 12.05
2/17/2026, 17:45:29, 39.738976, -105.157082, 1740.40, 12.83
2/17/2026, 17:45:30, 39.738899, -105.157181, 1740.50, 11.35
2/17/2026, 17:45:31, 39.738838, -105.157257, 1740.30, 8.89
2/17/2026, 17:45:32, 39.738792, -105.157326, 1740.30, 6.61
2/17/2026, 17:45:33, 39.738766, -105.157372, 1740.10, 3.77
2/17/2026, 17:45:34, 39.738754, -105.157387, 1740.30, 1.88
2/17/2026, 17:45:35, 39.738743, -105.157425, 1741.00, 4.32
2/17/2026, 17:45:36, 39.738743, -105.157486, 1741.40, 5.81
2/17/2026, 17:45:37, 39.738762, -105.157555, 1741.80, 6.86
2/17/2026, 17:45:38, 39.738815, -105.157646, 1742.20, 8.39
2/17/2026, 17:45:39, 39.738941, -105.157799, 1742.60, 16.29
2/17/2026, 17:45:40, 39.739052, -105.157944, 1743.30, 16.31
2/17/2026, 17:45:41, 39.739155, -105.158073, 1744.20, 15.22
2/17/2026, 17:45:42, 39.739250, -105.158203, 1745.10, 13.59
2/17/2026, 17:45:43, 39.739334, -105.158302, 1746.10, 12.02
2/17/2026, 17:45:44, 39.739418, -105.158401, 1746.70, 10.58
2/17/2026, 17:45:45, 39.739494, -105.158447, 1747.20, 8.81
2/17/2026, 17:45:46, 39.739567, -105.158478, 1747.60, 8.10
2/17/2026, 17:45:47, 39.739643, -105.158478, 1747.60, 8.76
2/17/2026, 17:45:48, 39.739727, -105.158432, 1747.80, 9.93
2/17/2026, 17:45:49, 39.739815, -105.158363, 1747.30, 11.56
2/17/2026, 17:45:50, 39.739910, -105.158287, 1746.50, 12.93
2/17/2026, 17:45:51, 39.740013, -105.158203, 1745.90, 13.36
2/17/2026, 17:45:52, 39.740116, -105.158119, 1745.40, 13.20
2/17/2026, 17:45:53, 39.740223, -105.158028, 1744.80, 14.64
2/17/2026, 17:45:54, 39.740341, -105.157928, 1744.20, 16.50
2/17/2026, 17:45:55, 39.740471, -105.157814, 1743.40, 17.84
2/17/2026, 17:45:56, 39.740608, -105.157700, 1742.80, 18.55
2/17/2026, 17:45:57, 39.740749, -105.157570, 1742.10, 19.39
2/17/2026, 17:45:58, 39.740894, -105.157440, 1741.50, 20.06
2/17/2026, 17:45:59, 39.741039, -105.157295, 1741.00, 20.65
2/17/2026, 17:46:00, 39.741192, -105.157143, 1740.60, 21.25
2/17/2026, 17:46:01, 39.741344, -105.156982, 1740.20, 21.91
2/17/2026, 17:46:02, 39.741505, -105.156822, 1740.00, 22.39
2/17/2026, 17:46:03, 39.741661, -105.156654, 1739.90, 22.72
2/17/2026, 17:46:04, 39.741825, -105.156479, 1739.70, 23.12
2/17/2026, 17:46:05, 39.741985, -105.156296, 1739.70, 23.55
2/17/2026, 17:46:06, 39.742146, -105.156120, 1739.60, 23.76
2/17/2026, 17:46:07, 39.742302, -105.155937, 1738.50, 24.13
2/17/2026, 17:46:08, 39.742474, -105.155746, 1737.60, 25.42
2/17/2026, 17:46:09, 39.742653, -105.155548, 1736.70, 27.45
2/17/2026, 17:46:10, 39.742851, -105.155342, 1735.70, 29.71
2/17/2026, 17:46:11, 39.743065, -105.155098, 1735.00, 31.86
2/17/2026, 17:46:12, 39.743290, -105.154854, 1734.20, 33.91
2/17/2026, 17:46:13, 39.743526, -105.154572, 1733.70, 35.66
2/17/2026, 17:46:14, 39.743763, -105.154282, 1733.50, 36.52
2/17/2026, 17:46:15, 39.744003, -105.153984, 1733.20, 36.40
2/17/2026, 17:46:16, 39.744240, -105.153694, 1732.80, 36.06
2/17/2026, 17:46:17, 39.744480, -105.153419, 1732.20, 35.87
2/17/2026, 17:46:18, 39.744724, -105.153145, 1731.80, 36.03
2/17/2026, 17:46:19, 39.744976, -105.152863, 1730.80, 36.06
2/17/2026, 17:46:20, 39.745232, -105.152588, 1730.10, 36.25
2/17/2026, 17:46:21, 39.745491, -105.152328, 1729.70, 36.34
2/17/2026, 17:46:22, 39.745754, -105.152084, 1729.30, 36.10
2/17/2026, 17:46:23, 39.746017, -105.151840, 1729.10, 35.83
2/17/2026, 17:46:24, 39.746284, -105.151596, 1728.80, 35.85
2/17/2026, 17:46:25, 39.746555, -105.151367, 1728.50, 35.82
2/17/2026, 17:46:26, 39.746826, -105.151154, 1728.10, 35.61
2/17/2026, 17:46:27, 39.747097, -105.150948, 1727.60, 35.36
2/17/2026, 17:46:28, 39.747372, -105.150734, 1726.90, 35.05
2/17/2026, 17:46:29, 39.747639, -105.150520, 1726.10, 34.33
2/17/2026, 17:46:30, 39.747902, -105.150307, 1725.10, 33.59
2/17/2026, 17:46:31, 39.748161, -105.150116, 1724.20, 33.63
2/17/2026, 17:46:32, 39.748425, -105.149918, 1723.20, 33.92
2/17/2026, 17:46:33, 39.748684, -105.149704, 1722.00, 34.16
2/17/2026, 17:46:34, 39.748955, -105.149513, 1721.20, 34.40
2/17/2026, 17:46:35, 39.749218, -105.149300, 1720.10, 34.60
2/17/2026, 17:46:36, 39.749489, -105.149101, 1719.30, 34.72
2/17/2026, 17:46:37, 39.749760, -105.148895, 1718.30, 35.05
2/17/2026, 17:46:38, 39.750034, -105.148682, 1717.10, 35.57
2/17/2026, 17:46:39, 39.750309, -105.148468, 1716.00, 35.90
2/17/2026, 17:46:40, 39.750591, -105.148262, 1715.00, 35.89
2/17/2026, 17:46:41, 39.750862, -105.148048, 1714.10, 35.16
2/17/2026, 17:46:42, 39.751137, -105.147835, 1713.40, 34.39
2/17/2026, 17:46:43, 39.751400, -105.147636, 1712.80, 33.94
2/17/2026, 17:46:44, 39.751659, -105.147430, 1712.20, 33.78
2/17/2026, 17:46:45, 39.751926, -105.147232, 1711.80, 33.94
2/17/2026, 17:46:46, 39.752190, -105.147041, 1711.40, 34.23
2/17/2026, 17:46:47, 39.752453, -105.146828, 1711.00, 34.44
2/17/2026, 17:46:48, 39.752720, -105.146629, 1710.60, 34.43
2/17/2026, 17:46:49, 39.752987, -105.146416, 1710.00, 33.99
2/17/2026, 17:46:50, 39.753246, -105.146225, 1709.50, 33.73
2/17/2026, 17:46:51, 39.753513, -105.146011, 1709.00, 33.55
2/17/2026, 17:46:52, 39.753769, -105.145821, 1708.50, 32.70
2/17/2026, 17:46:53, 39.754017, -105.145638, 1708.10, 31.48
2/17/2026, 17:46:54, 39.754261, -105.145462, 1707.70, 30.47
2/17/2026, 17:46:55, 39.754501, -105.145294, 1707.10, 30.19
2/17/2026, 17:46:56, 39.754749, -105.145134, 1706.50, 30.68
2/17/2026, 17:46:57, 39.754997, -105.144974, 1705.90, 30.94
2/17/2026, 17:46:58, 39.755253, -105.144821, 1705.10, 31.10
2/17/2026, 17:46:59, 39.755508, -105.144676, 1704.50, 31.40
2/17/2026, 17:47:00, 39.755775, -105.144531, 1703.90, 31.54
2/17/2026, 17:47:01, 39.756039, -105.144402, 1703.30, 31.36
2/17/2026, 17:47:02, 39.756298, -105.144272, 1702.60, 31.49
2/17/2026, 17:47:03, 39.756569, -105.144142, 1702.00, 31.53
2/17/2026, 17:47:04, 39.756840, -105.144028, 1701.40, 31.64
2/17/2026, 17:47:05, 39.757107, -105.143913, 1700.70, 31.28
2/17/2026, 17:47:06, 39.757378, -105.143814, 1700.10, 30.55
2/17/2026, 17:47:07, 39.757637, -105.143715, 1699.60, 29.89
2/17/2026, 17:47:08, 39.757900, -105.143623, 1699.20, 30.15
2/17/2026, 17:47:09, 39.758167, -105.143539, 1698.70, 30.40
2/17/2026, 17:47:10, 39.758438, -105.143456, 1698.50, 30.63
2/17/2026, 17:47:11, 39.758713, -105.143394, 1698.30, 31.02
2/17/2026, 17:47:12, 39.758987, -105.143326, 1698.00, 31.51
2/17/2026, 17:47:13, 39.759270, -105.143265, 1697.90, 31.55
2/17/2026, 17:47:14, 39.759548, -105.143211, 1697.80, 31.51
2/17/2026, 17:47:15, 39.759827, -105.143166, 1697.80, 31.31
2/17/2026, 17:47:16, 39.760109, -105.143112, 1697.90, 31.18
2/17/2026, 17:47:17, 39.760384, -105.143082, 1697.90, 31.32
2/17/2026, 17:47:18, 39.760658, -105.143051, 1697.90, 30.35
2/17/2026, 17:47:19, 39.760925, -105.143036, 1697.70, 30.43
2/17/2026, 17:47:20, 39.761196, -105.143021, 1697.70, 30.83
2/17/2026, 17:47:21, 39.761478, -105.142998, 1697.40, 31.37
2/17/2026, 17:47:22, 39.761757, -105.142998, 1696.80, 31.64
2/17/2026, 17:47:23, 39.762039, -105.142998, 1696.20, 31.63
2/17/2026, 17:47:24, 39.762325, -105.142998, 1695.60, 31.79
2/17/2026, 17:47:25, 39.762615, -105.142998, 1695.00, 31.95
2/17/2026, 17:47:26, 39.762897, -105.142998, 1694.20, 31.96
2/17/2026, 17:47:27, 39.763187, -105.143021, 1693.50, 32.09
2/17/2026, 17:47:28, 39.763477, -105.143021, 1692.60, 31.95
2/17/2026, 17:47:29, 39.763760, -105.143021, 1691.70, 32.04
2/17/2026, 17:47:30, 39.764034, -105.143021, 1691.00, 28.96
2/17/2026, 17:47:31, 39.764290, -105.143036, 1690.20, 27.51
2/17/2026, 17:47:32, 39.764538, -105.143036, 1689.40, 27.66
2/17/2026, 17:47:33, 39.764786, -105.143036, 1688.60, 27.87
2/17/2026, 17:47:34, 39.765034, -105.143036, 1687.80, 27.67
2/17/2026, 17:47:35, 39.765285, -105.143036, 1686.90, 27.87
2/17/2026, 17:47:36, 39.765537, -105.143051, 1686.30, 27.76
2/17/2026, 17:47:37, 39.765789, -105.143051, 1685.50, 27.64
2/17/2026, 17:47:38, 39.766037, -105.143051, 1684.70, 27.65
2/17/2026, 17:47:39, 39.766289, -105.143051, 1683.90, 27.69
2/17/2026, 17:47:40, 39.766544, -105.143051, 1683.10, 28.57
2/17/2026, 17:47:41, 39.766800, -105.143066, 1682.10, 28.55
2/17/2026, 17:47:42, 39.767063, -105.143066, 1681.10, 28.51
2/17/2026, 17:47:43, 39.767326, -105.143066, 1680.10, 29.29
2/17/2026, 17:47:44, 39.767590, -105.143066, 1679.00, 29.39
2/17/2026, 17:47:45, 39.767857, -105.143082, 1678.10, 29.38
2/17/2026, 17:47:46, 39.768120, -105.143082, 1677.10, 29.50
2/17/2026, 17:47:47, 39.768391, -105.143082, 1676.00, 30.02
2/17/2026, 17:47:48, 39.768661, -105.143082, 1675.10, 30.01
2/17/2026, 17:47:49, 39.768932, -105.143082, 1674.20, 30.09
2/17/2026, 17:47:50, 39.769203, -105.143082, 1673.50, 30.35
2/17/2026, 17:47:51, 39.769478, -105.143097, 1672.40, 30.37
2/17/2026, 17:47:52, 39.769756, -105.143097, 1671.40, 30.82
2/17/2026, 17:47:53, 39.770031, -105.143097, 1670.70, 31.00
2/17/2026, 17:47:54, 39.770317, -105.143097, 1669.80, 31.26
2/17/2026, 17:47:55, 39.770603, -105.143112, 1668.80, 31.65
2/17/2026, 17:47:56, 39.770889, -105.143112, 1668.10, 32.04
2/17/2026, 17:47:57, 39.771179, -105.143112, 1667.40, 32.40
2/17/2026, 17:47:58, 39.771473, -105.143112, 1666.70, 32.74
2/17/2026, 17:47:59, 39.771770, -105.143112, 1666.20, 33.24
2/17/2026, 17:48:00, 39.772072, -105.143112, 1666.00, 33.27
2/17/2026, 17:48:01, 39.772373, -105.143112, 1665.60, 34.16
2/17/2026, 17:48:02, 39.772678, -105.143112, 1665.50, 34.02
2/17/2026, 17:48:03, 39.772991, -105.143112, 1665.50, 35.03
2/17/2026, 17:48:04, 39.773304, -105.143135, 1665.10, 35.18
2/17/2026, 17:48:05, 39.773621, -105.143135, 1664.30, 35.17
2/17/2026, 17:48:06, 39.773933, -105.143150, 1663.80, 35.14
2/17/2026, 17:48:07, 39.774242, -105.143150, 1663.80, 35.28
2/17/2026, 17:48:08, 39.774570, -105.143150, 1662.90, 34.75
2/17/2026, 17:48:09, 39.774868, -105.143150, 1662.90, 34.31
2/17/2026, 17:48:10, 39.775185, -105.143135, 1662.90, 34.09
2/17/2026, 17:48:11, 39.775497, -105.143082, 1662.70, 33.88
2/17/2026, 17:48:12, 39.775795, -105.143036, 1663.60, 33.61
2/17/2026, 17:48:13, 39.776100, -105.142937, 1664.10, 33.35
2/17/2026, 17:48:14, 39.776382, -105.142822, 1664.90, 32.94
2/17/2026, 17:48:15, 39.776661, -105.142662, 1666.60, 32.66
2/17/2026, 17:48:16, 39.776932, -105.142494, 1667.80, 32.64
2/17/2026, 17:48:17, 39.777187, -105.142319, 1669.40, 32.64
2/17/2026, 17:48:18, 39.777431, -105.142120, 1670.50, 32.17
2/17/2026, 17:48:19, 39.777668, -105.141914, 1671.30, 32.19
2/17/2026, 17:48:20, 39.777889, -105.141647, 1671.50, 32.27
2/17/2026, 17:48:21, 39.778095, -105.141388, 1671.30, 32.09
2/17/2026, 17:48:22, 39.778297, -105.141129, 1671.30, 32.06
2/17/2026, 17:48:23, 39.778477, -105.140839, 1671.30, 32.05
2/17/2026, 17:48:24, 39.778641, -105.140526, 1670.90, 31.87
2/17/2026, 17:48:25, 39.778797, -105.140205, 1670.60, 32.04
2/17/2026, 17:48:26, 39.778934, -105.139862, 1670.00, 32.28
2/17/2026, 17:48:27, 39.779060, -105.139519, 1669.70, 32.68
2/17/2026, 17:48:28, 39.779190, -105.139175, 1669.50, 33.22
2/17/2026, 17:48:29, 39.779320, -105.138817, 1668.80, 33.77
2/17/2026, 17:48:30, 39.779453, -105.138458, 1668.30, 34.41
2/17/2026, 17:48:31, 39.779591, -105.138084, 1667.90, 35.31
2/17/2026, 17:48:32, 39.779728, -105.137711, 1668.10, 35.98
2/17/2026, 17:48:33, 39.779869, -105.137321, 1667.80, 35.99
2/17/2026, 17:48:34, 39.780014, -105.136948, 1667.10, 36.39
2/17/2026, 17:48:35, 39.780163, -105.136559, 1666.30, 36.76
2/17/2026, 17:48:36, 39.780308, -105.136185, 1665.30, 36.45
2/17/2026, 17:48:37, 39.780453, -105.135788, 1664.80, 36.95
2/17/2026, 17:48:38, 39.780598, -105.135399, 1664.50, 37.70
2/17/2026, 17:48:39, 39.780750, -105.135010, 1663.40, 38.16
2/17/2026, 17:48:40, 39.780899, -105.134605, 1662.10, 38.88
2/17/2026, 17:48:41, 39.781059, -105.134178, 1660.60, 39.25
2/17/2026, 17:48:42, 39.781212, -105.133759, 1659.70, 39.05
2/17/2026, 17:48:43, 39.781361, -105.133331, 1658.90, 39.33
2/17/2026, 17:48:44, 39.781509, -105.132927, 1658.90, 38.75
2/17/2026, 17:48:45, 39.781658, -105.132538, 1658.60, 37.48
2/17/2026, 17:48:46, 39.781807, -105.132149, 1658.10, 36.94
2/17/2026, 17:48:47, 39.781948, -105.131752, 1657.50, 36.63
2/17/2026, 17:48:48, 39.782093, -105.131393, 1657.20, 36.60
2/17/2026, 17:48:49, 39.782230, -105.131004, 1656.90, 36.83
2/17/2026, 17:48:50, 39.782375, -105.130615, 1656.10, 37.35
2/17/2026, 17:48:51, 39.782516, -105.130226, 1656.00, 36.14
2/17/2026, 17:48:52, 39.782650, -105.129852, 1655.40, 35.15
2/17/2026, 17:48:53, 39.782780, -105.129478, 1655.20, 34.27
2/17/2026, 17:48:54, 39.782902, -105.129120, 1654.80, 34.05
2/17/2026, 17:48:55, 39.783020, -105.128761, 1654.70, 33.71
2/17/2026, 17:48:56, 39.783127, -105.128403, 1654.80, 33.72
2/17/2026, 17:48:57, 39.783230, -105.128029, 1654.70, 33.73
2/17/2026, 17:48:58, 39.783333, -105.127670, 1654.50, 33.56
2/17/2026, 17:48:59, 39.783428, -105.127296, 1654.80, 33.21
2/17/2026, 17:49:00, 39.783512, -105.126923, 1654.70, 32.96
2/17/2026, 17:49:01, 39.783588, -105.126564, 1654.50, 33.05
2/17/2026, 17:49:02, 39.783669, -105.126205, 1653.90, 31.80
2/17/2026, 17:49:03, 39.783718, -105.125847, 1653.70, 31.02
2/17/2026, 17:49:04, 39.783779, -105.125488, 1653.80, 29.96
2/17/2026, 17:49:05, 39.783825, -105.125160, 1653.20, 29.22
2/17/2026, 17:49:06, 39.783878, -105.124825, 1652.40, 29.62
2/17/2026, 17:49:07, 39.783916, -105.124481, 1651.90, 29.81
2/17/2026, 17:49:08, 39.783943, -105.124138, 1651.70, 30.04
2/17/2026, 17:49:09, 39.783978, -105.123779, 1651.20, 30.30
2/17/2026, 17:49:10, 39.784004, -105.123436, 1650.80, 30.34
2/17/2026, 17:49:11, 39.784035, -105.123077, 1650.80, 30.07
2/17/2026, 17:49:12, 39.784054, -105.122719, 1650.70, 29.76
2/17/2026, 17:49:13, 39.784081, -105.122383, 1650.50, 29.58
2/17/2026, 17:49:14, 39.784100, -105.122040, 1649.70, 29.57
2/17/2026, 17:49:15, 39.784100, -105.121696, 1649.20, 29.55
2/17/2026, 17:49:16, 39.784103, -105.121353, 1649.10, 29.33
2/17/2026, 17:49:17, 39.784107, -105.121025, 1649.00, 29.20
