Date,Time,Latitude,Longitude,Altitude (m),Speed (m/s)
2/17/2026, 17:49:18, 39.784119, -105.120689, 1648.60, 29.31
2/17/2026, 17:49:19, 39.784122, -105.120331, 1648.30, 29.25
2/17/2026, 17:49:20, 39.784122, -105.119987, 1648.30, 29.89
2/17/2026, 17:49:21, 39.784126, -105.119644, 1648.00, 29.93
2/17/2026, 17:49:22, 39.784126, -105.119286, 1647.30, 29.83
2/17/2026, 17:49:23, 39.784122, -105.118942, 1647.20, 29.69
2/17/2026, 17:49:24, 39.784126, -105.118607, 1647.10, 29.71
2/17/2026, 17:49:25, 39.784134, -105.118248, 1646.90, 29.85
2/17/2026, 17:49:26, 39.784134, -105.117905, 1646.60, 29.89
2/17/2026, 17:49:27, 39.784126, -105.117546, 1646.50, 30.01
2/17/2026, 17:49:28, 39.784130, -105.117203, 1646.60, 30.23
2/17/2026, 17:49:29, 39.784134, -105.116844, 1646.00, 30.44
2/17/2026, 17:49:30, 39.784142, -105.116486, 1645.70, 30.61
2/17/2026, 17:49:31, 39.784134, -105.116112, 1645.60, 30.61
2/17/2026, 17:49:32, 39.784134, -105.115753, 1645.30, 31.49
2/17/2026, 17:49:33, 39.784134, -105.115379, 1645.00, 31.73
2/17/2026, 17:49:34, 39.784145, -105.115021, 1644.80, 31.88
2/17/2026, 17:49:35, 39.784142, -105.114647, 1644.90, 31.92
2/17/2026, 17:49:36, 39.784145, -105.114273, 1645.20, 32.14
2/17/2026, 17:49:37, 39.784142, -105.113899, 1644.60, 32.15
2/17/2026, 17:49:38, 39.784145, -105.113525, 1644.20, 32.04
2/17/2026, 17:49:39, 39.784153, -105.113152, 1644.20, 32.03
2/17/2026, 17:49:40, 39.784157, -105.112762, 1644.70, 32.11
2/17/2026, 17:49:41, 39.784145, -105.112389, 1645.50, 32.53
2/17/2026, 17:49:42, 39.784142, -105.111992, 1646.30, 32.76
2/17/2026, 17:49:43, 39.784142, -105.111618, 1647.80, 32.61
2/17/2026, 17:49:44, 39.784142, -105.111244, 1648.60, 32.52
2/17/2026, 17:49:45, 39.784145, -105.110855, 1648.90, 32.78
2/17/2026, 17:49:46, 39.784145, -105.110466, 1649.50, 32.98
2/17/2026, 17:49:47, 39.784157, -105.110092, 1650.00, 32.79
2/17/2026, 17:49:48, 39.784157, -105.109718, 1649.70, 31.99
2/17/2026, 17:49:49, 39.784164, -105.109360, 1649.10, 32.40
2/17/2026, 17:49:50, 39.784157, -105.108986, 1649.00, 30.60
2/17/2026, 17:49:51, 39.784161, -105.108643, 1648.50, 29.47
2/17/2026, 17:49:52, 39.784168, -105.108315, 1647.90, 28.41
2/17/2026, 17:49:53, 39.784168, -105.107994, 1646.70, 28.04
2/17/2026, 17:49:54, 39.784172, -105.107651, 1645.30, 28.88
2/17/2026, 17:49:55, 39.784153, -105.107307, 1644.40, 30.72
2/17/2026, 17:49:56, 39.784111, -105.106918, 1643.40, 32.73
2/17/2026, 17:49:57, 39.784054, -105.106529, 1642.50, 34.76
2/17/2026, 17:49:58, 39.783997, -105.106102, 1642.00, 35.98
2/17/2026, 17:49:59, 39.783943, -105.105698, 1640.70, 36.08
2/17/2026, 17:50:00, 39.783886, -105.105270, 1640.70, 36.75
2/17/2026, 17:50:01, 39.783836, -105.104851, 1640.70, 37.10
2/17/2026, 17:50:02, 39.783779, -105.104408, 1640.80, 37.28
2/17/2026, 17:50:03, 39.783726, -105.103989, 1640.80, 36.81
2/17/2026, 17:50:04, 39.783672, -105.103561, 1641.00, 36.14
2/17/2026, 17:50:05, 39.783638, -105.103157, 1641.80, 35.53
2/17/2026, 17:50:06, 39.783619, -105.102768, 1641.90, 34.12
2/17/2026, 17:50:07, 39.783596, -105.102379, 1641.90, 32.70
2/17/2026, 17:50:08, 39.783581, -105.101982, 1642.10, 31.90
2/17/2026, 17:50:09, 39.783581, -105.101631, 1642.70, 31.48
2/17/2026, 17:50:10, 39.783581, -105.101273, 1643.50, 31.30
2/17/2026, 17:50:11, 39.783577, -105.100899, 1642.90, 30.66
2/17/2026, 17:50:12, 39.783581, -105.100555, 1642.70, 29.34
2/17/2026, 17:50:13, 39.783588, -105.100212, 1642.80, 29.71
2/17/2026, 17:50:14, 39.783604, -105.099869, 1642.60, 30.34
2/17/2026, 17:50:15, 39.783615, -105.099510, 1641.80, 29.40
2/17/2026, 17:50:16, 39.783623, -105.099167, 1641.00, 30.22
2/17/2026, 17:50:17, 39.783623, -105.098808, 1639.80, 30.51
2/17/2026, 17:50:18, 39.783627, -105.098473, 1638.80, 30.64
2/17/2026, 17:50:19, 39.783627, -105.098099, 1637.80, 30.92
2/17/2026, 17:50:20, 39.783623, -105.097725, 1636.80, 31.14
2/17/2026, 17:50:21, 39.783630, -105.097366, 1635.90, 31.23
2/17/2026, 17:50:22, 39.783630, -105.097023, 1634.80, 30.53
2/17/2026, 17:50:23, 39.783627, -105.096664, 1634.10, 30.67
2/17/2026, 17:50:24, 39.783627, -105.096306, 1633.80, 30.66
2/17/2026, 17:50:25, 39.783634, -105.095947, 1633.80, 30.46
2/17/2026, 17:50:26, 39.783638, -105.095604, 1633.20, 30.42
2/17/2026, 17:50:27, 39.783627, -105.095245, 1632.70, 30.42
2/17/2026, 17:50:28, 39.783627, -105.094887, 1633.10, 30.08
2/17/2026, 17:50:29, 39.783619, -105.094551, 1633.40, 29.77
2/17/2026, 17:50:30, 39.783611, -105.094193, 1633.90, 29.86
2/17/2026, 17:50:31, 39.783611, -105.093834, 1634.70, 29.86
2/17/2026, 17:50:32, 39.783615, -105.093491, 1635.00, 29.20
2/17/2026, 17:50:33, 39.783619, -105.093163, 1635.70, 28.95
2/17/2026, 17:50:34, 39.783619, -105.092819, 1636.70, 28.77
2/17/2026, 17:50:35, 39.783619, -105.092484, 1637.50, 28.66
2/17/2026, 17:50:36, 39.783615, -105.092140, 1637.80, 28.62
2/17/2026, 17:50:37, 39.783630, -105.091812, 1638.10, 28.59
2/17/2026, 17:50:38, 39.783653, -105.091469, 1638.00, 28.71
2/17/2026, 17:50:39, 39.783680, -105.091133, 1637.80, 28.84
2/17/2026, 17:50:40, 39.783710, -105.090790, 1637.50, 29.15
2/17/2026, 17:50:41, 39.783756, -105.090462, 1637.40, 29.17
2/17/2026, 17:50:42, 39.783813, -105.090118, 1637.40, 29.02
2/17/2026, 17:50:43, 39.783882, -105.089798, 1636.90, 29.49
2/17/2026, 17:50:44, 39.783951, -105.089455, 1636.50, 29.93
2/17/2026, 17:50:45, 39.784023, -105.089127, 1635.80, 30.04
2/17/2026, 17:50:46, 39.784107, -105.088799, 1634.90, 29.79
2/17/2026, 17:50:47, 39.784180, -105.088463, 1634.10, 29.77
2/17/2026, 17:50:48, 39.784260, -105.088135, 1633.30, 30.05
2/17/2026, 17:50:49, 39.784344, -105.087807, 1632.90, 30.15
2/17/2026, 17:50:50, 39.784424, -105.087448, 1632.30, 30.37
2/17/2026, 17:50:51, 39.784504, -105.087128, 1631.30, 30.40
2/17/2026, 17:50:52, 39.784584, -105.086784, 1630.70, 30.56
2/17/2026, 17:50:53, 39.784668, -105.086441, 1629.70, 30.81
2/17/2026, 17:50:54, 39.784748, -105.086098, 1629.50, 31.19
2/17/2026, 17:50:55, 39.784832, -105.085739, 1629.60, 31.75
2/17/2026, 17:50:56, 39.784920, -105.085381, 1629.40, 31.90
2/17/2026, 17:50:57, 39.785000, -105.085030, 1629.60, 31.88
2/17/2026, 17:50:58, 39.785091, -105.084686, 1629.90, 31.91
2/17/2026, 17:50:59, 39.785175, -105.084312, 1630.40, 31.90
2/17/2026, 17:51:00, 39.785255, -105.083969, 1631.00, 31.55
2/17/2026, 17:51:01, 39.785343, -105.083611, 1631.20, 30.84
2/17/2026, 17:51:02, 39.785419, -105.083267, 1631.80, 30.30
2/17/2026, 17:51:03, 39.785511, -105.082939, 1633.30, 29.88
2/17/2026, 17:51:04, 39.785576, -105.082619, 1633.20, 29.10
2/17/2026, 17:51:05, 39.785656, -105.082291, 1633.90, 28.79
2/17/2026, 17:51:06, 39.785732, -105.081963, 1634.00, 28.57
2/17/2026, 17:51:07, 39.785812, -105.081642, 1633.50, 28.43
2/17/2026, 17:51:08, 39.785881, -105.081329, 1633.70, 28.32
2/17/2026, 17:51:09, 39.785961, -105.081009, 1633.70, 28.40
2/17/2026, 17:51:10, 39.786037, -105.080696, 1633.40, 28.54
2/17/2026, 17:51:11, 39.786114, -105.080406, 1632.70, 28.69
2/17/2026, 17:51:12, 39.786182, -105.080078, 1632.30, 28.67
2/17/2026, 17:51:13, 39.786255, -105.079750, 1632.00, 28.77
2/17/2026, 17:51:14, 39.786312, -105.079414, 1631.80, 29.20
2/17/2026, 17:51:15, 39.786362, -105.079071, 1631.10, 29.42
2/17/2026, 17:51:16, 39.786411, -105.078728, 1629.80, 29.42
2/17/2026, 17:51:17, 39.786430, -105.078384, 1629.00, 29.44
2/17/2026, 17:51:18, 39.786446, -105.078026, 1627.80, 29.57
2/17/2026, 17:51:19, 39.786461, -105.077682, 1627.00, 29.87
2/17/2026, 17:51:20, 39.786457, -105.077347, 1625.90, 30.15
2/17/2026, 17:51:21, 39.786449, -105.077003, 1624.80, 30.35
2/17/2026, 17:51:22, 39.786419, -105.076645, 1625.00, 30.51
2/17/2026, 17:51:23, 39.786377, -105.076286, 1624.30, 30.50
2/17/2026, 17:51:24, 39.786331, -105.075943, 1624.40, 30.46
2/17/2026, 17:51:25, 39.786282, -105.075600, 1623.90, 30.47
2/17/2026, 17:51:26, 39.786209, -105.075241, 1623.10, 30.35
2/17/2026, 17:51:27, 39.786118, -105.074921, 1623.20, 30.44
2/17/2026, 17:51:28, 39.786015, -105.074577, 1623.20, 30.71
2/17/2026, 17:51:29, 39.785896, -105.074234, 1622.90, 31.11
2/17/2026, 17:51:30, 39.785770, -105.073906, 1623.00, 31.33
2/17/2026, 17:51:31, 39.785637, -105.073586, 1622.90, 31.83
2/17/2026, 17:51:32, 39.785488, -105.073257, 1623.40, 32.09
2/17/2026, 17:51:33, 39.785343, -105.072929, 1623.80, 32.35
2/17/2026, 17:51:34, 39.785198, -105.072609, 1624.40, 32.10
2/17/2026, 17:51:35, 39.785053, -105.072311, 1625.70, 31.54
2/17/2026, 17:51:36, 39.784912, -105.072006, 1626.90, 31.02
2/17/2026, 17:51:37, 39.784771, -105.071693, 1627.60, 30.86
2/17/2026, 17:51:38, 39.784630, -105.071388, 1628.50, 30.84
2/17/2026, 17:51:39, 39.784492, -105.071075, 1629.10, 30.53
2/17/2026, 17:51:40, 39.784370, -105.070755, 1630.20, 30.40
2/17/2026, 17:51:41, 39.784252, -105.070442, 1630.70, 30.22
2/17/2026, 17:51:42, 39.784153, -105.070099, 1630.50, 30.23
2/17/2026, 17:51:43, 39.784042, -105.069778, 1630.70, 31.11
2/17/2026, 17:51:44, 39.783928, -105.069420, 1631.70, 32.77
2/17/2026, 17:51:45, 39.783821, -105.069046, 1632.00, 33.88
2/17/2026, 17:51:46, 39.783737, -105.068672, 1631.90, 34.68
2/17/2026, 17:51:47, 39.783669, -105.068260, 1631.50, 34.29
2/17/2026, 17:51:48, 39.783596, -105.067886, 1631.70, 33.97
2/17/2026, 17:51:49, 39.783546, -105.067482, 1632.20, 33.40
2/17/2026, 17:51:50, 39.783501, -105.067108, 1632.50, 33.03
2/17/2026, 17:51:51, 39.783470, -105.066734, 1632.30, 33.00
2/17/2026, 17:51:52, 39.783447, -105.066338, 1632.50, 32.98
2/17/2026, 17:51:53, 39.783432, -105.065964, 1632.30, 32.85
2/17/2026, 17:51:54, 39.783428, -105.065590, 1632.90, 32.74
2/17/2026, 17:51:55, 39.783401, -105.065201, 1633.30, 32.63
2/17/2026, 17:51:56, 39.783382, -105.064812, 1634.20, 32.54
2/17/2026, 17:51:57, 39.783375, -105.064438, 1635.40, 32.30
2/17/2026, 17:51:58, 39.783363, -105.064064, 1636.40, 31.90
2/17/2026, 17:51:59, 39.783348, -105.063705, 1637.20, 30.82
2/17/2026, 17:52:00, 39.783329, -105.063347, 1638.00, 29.84
2/17/2026, 17:52:01, 39.783310, -105.063004, 1638.80, 30.02
2/17/2026, 17:52:02, 39.783306, -105.062660, 1639.40, 29.86
2/17/2026, 17:52:03, 39.783298, -105.062302, 1639.80, 29.85
2/17/2026, 17:52:04, 39.783291, -105.061966, 1640.10, 29.77
2/17/2026, 17:52:05, 39.783298, -105.061623, 1640.10, 29.41
2/17/2026, 17:52:06, 39.783298, -105.061279, 1639.40, 28.74
2/17/2026, 17:52:07, 39.783302, -105.060951, 1638.60, 28.72
2/17/2026, 17:52:08, 39.783310, -105.060616, 1638.50, 28.75
2/17/2026, 17:52:09, 39.783310, -105.060272, 1637.90, 28.78
2/17/2026, 17:52:10, 39.783306, -105.059929, 1637.50, 29.33
2/17/2026, 17:52:11, 39.783306, -105.059586, 1637.10, 29.68
2/17/2026, 17:52:12, 39.783310, -105.059227, 1637.50, 29.95
2/17/2026, 17:52:13, 39.783306, -105.058884, 1637.70, 29.93
2/17/2026, 17:52:14, 39.783318, -105.058510, 1638.30, 31.05
2/17/2026, 17:52:15, 39.783333, -105.058136, 1638.80, 31.98
2/17/2026, 17:52:16, 39.783348, -105.057762, 1639.30, 32.75
2/17/2026, 17:52:17, 39.783367, -105.057373, 1640.00, 33.20
2/17/2026, 17:52:18, 39.783375, -105.056984, 1640.40, 33.21
2/17/2026, 17:52:19, 39.783382, -105.056572, 1639.20, 32.70
2/17/2026, 17:52:20, 39.783382, -105.056183, 1639.50, 32.25
2/17/2026, 17:52:21, 39.783382, -105.055809, 1640.50, 32.26
2/17/2026, 17:52:22, 39.783386, -105.055420, 1641.50, 32.76
2/17/2026, 17:52:23, 39.783386, -105.055031, 1642.60, 32.90
2/17/2026, 17:52:24, 39.783390, -105.054657, 1643.20, 32.82
2/17/2026, 17:52:25, 39.783413, -105.054283, 1644.00, 32.67
2/17/2026, 17:52:26, 39.783459, -105.053909, 1645.90, 32.33
2/17/2026, 17:52:27, 39.783527, -105.053535, 1646.90, 32.31
2/17/2026, 17:52:28, 39.783623, -105.053177, 1647.80, 31.99
2/17/2026, 17:52:29, 39.783718, -105.052849, 1647.30, 31.45
2/17/2026, 17:52:30, 39.783852, -105.052521, 1646.30, 30.94
2/17/2026, 17:52:31, 39.784008, -105.052216, 1645.00, 30.94
2/17/2026, 17:52:32, 39.784157, -105.051918, 1643.30, 31.23
2/17/2026, 17:52:33, 39.784309, -105.051613, 1642.10, 31.42
2/17/2026, 17:52:34, 39.784470, -105.051300, 1640.70, 31.43
2/17/2026, 17:52:35, 39.784641, -105.051010, 1637.80, 31.15
2/17/2026, 17:52:36, 39.784756, -105.050682, 1638.00, 31.02
2/17/2026, 17:52:37, 39.784870, -105.050339, 1637.60, 31.27
2/17/2026, 17:52:38, 39.784958, -105.050018, 1637.50, 31.30
2/17/2026, 17:52:39, 39.785011, -105.049644, 1638.00, 31.34
2/17/2026, 17:52:40, 39.785061, -105.049301, 1638.40, 31.32
2/17/2026, 17:52:41, 39.785088, -105.048927, 1638.20, 31.34
2/17/2026, 17:52:42, 39.785080, -105.048553, 1638.40, 31.69
2/17/2026, 17:52:43, 39.785046, -105.048195, 1638.20, 31.82
2/17/2026, 17:52:44, 39.784988, -105.047821, 1638.50, 31.85
2/17/2026, 17:52:45, 39.784908, -105.047478, 1638.40, 31.84
2/17/2026, 17:52:46, 39.784798, -105.047119, 1638.10, 31.75
2/17/2026, 17:52:47, 39.784664, -105.046791, 1638.00, 31.91
2/17/2026, 17:52:48, 39.784508, -105.046486, 1638.30, 32.08
2/17/2026, 17:52:49, 39.784340, -105.046173, 1639.60, 33.01
2/17/2026, 17:52:50, 39.784164, -105.045853, 1640.80, 33.55
2/17/2026, 17:52:51, 39.784023, -105.045540, 1642.20, 32.97
2/17/2026, 17:52:52, 39.783882, -105.045197, 1642.70, 32.96
2/17/2026, 17:52:53, 39.783756, -105.044838, 1644.50, 32.73
2/17/2026, 17:52:54, 39.783672, -105.044479, 1645.50, 32.27
2/17/2026, 17:52:55, 39.783604, -105.044106, 1646.10, 32.04
2/17/2026, 17:52:56, 39.783550, -105.043732, 1645.90, 32.21
2/17/2026, 17:52:57, 39.783524, -105.043358, 1645.50, 32.48
2/17/2026, 17:52:58, 39.783512, -105.042969, 1644.60, 32.85
2/17/2026, 17:52:59, 39.783501, -105.042610, 1642.90, 33.26
2/17/2026, 17:53:00, 39.783493, -105.042221, 1642.00, 33.60
2/17/2026, 17:53:01, 39.783493, -105.041832, 1641.00, 33.40
2/17/2026, 17:53:02, 39.783493, -105.041435, 1640.40, 33.94
2/17/2026, 17:53:03, 39.783466, -105.041031, 1640.60, 34.50
2/17/2026, 17:53:04, 39.783455, -105.040642, 1641.30, 34.16
2/17/2026, 17:53:05, 39.783451, -105.040237, 1641.90, 33.79
2/17/2026, 17:53:06, 39.783451, -105.039825, 1642.20, 33.71
2/17/2026, 17:53:07, 39.783447, -105.039436, 1643.00, 33.70
2/17/2026, 17:53:08, 39.783447, -105.039047, 1643.70, 33.69
2/17/2026, 17:53:09, 39.783443, -105.038658, 1644.60, 33.43
2/17/2026, 17:53:10, 39.783443, -105.038284, 1644.90, 32.75
2/17/2026, 17:53:11, 39.783451, -105.037910, 1645.30, 32.17
2/17/2026, 17:53:12, 39.783451, -105.037529, 1645.30, 32.35
2/17/2026, 17:53:13, 39.783451, -105.037140, 1645.60, 32.64
2/17/2026, 17:53:14, 39.783443, -105.036751, 1646.00, 32.75
2/17/2026, 17:53:15, 39.783436, -105.036377, 1647.30, 32.98
2/17/2026, 17:53:16, 39.783424, -105.035988, 1648.80, 32.79
2/17/2026, 17:53:17, 39.783398, -105.035614, 1650.20, 32.05
2/17/2026, 17:53:18, 39.783379, -105.035255, 1651.30, 31.35
2/17/2026, 17:53:19, 39.783371, -105.034897, 1652.10, 30.20
2/17/2026, 17:53:20, 39.783360, -105.034569, 1652.30, 28.96
2/17/2026, 17:53:21, 39.783348, -105.034248, 1652.30, 28.10
2/17/2026, 17:53:22, 39.783325, -105.033920, 1652.00, 27.86
2/17/2026, 17:53:23, 39.783318, -105.033592, 1651.70, 27.51
2/17/2026, 17:53:24, 39.783329, -105.033272, 1651.20, 28.49
2/17/2026, 17:53:25, 39.783367, -105.032913, 1650.40, 30.20
2/17/2026, 17:53:26, 39.783398, -105.032539, 1648.80, 31.89
2/17/2026, 17:53:27, 39.783436, -105.032143, 1647.10, 33.02
2/17/2026, 17:53:28, 39.783497, -105.031754, 1646.30, 33.83
2/17/2026, 17:53:29, 39.783554, -105.031364, 1645.90, 34.31
2/17/2026, 17:53:30, 39.783619, -105.030975, 1645.70, 34.40
2/17/2026, 17:53:31, 39.783684, -105.030586, 1645.80, 34.40
2/17/2026, 17:53:32, 39.783745, -105.030174, 1646.00, 34.59
2/17/2026, 17:53:33, 39.783806, -105.029785, 1646.00, 34.69
2/17/2026, 17:53:34, 39.783871, -105.029396, 1646.10, 34.69
2/17/2026, 17:53:35, 39.783928, -105.029007, 1645.90, 34.45
2/17/2026, 17:53:36, 39.783985, -105.028610, 1645.70, 34.59
2/17/2026, 17:53:37, 39.784046, -105.028206, 1646.00, 34.12
2/17/2026, 17:53:38, 39.784115, -105.027832, 1645.70, 34.04
2/17/2026, 17:53:39, 39.784161, -105.027443, 1645.70, 34.04
2/17/2026, 17:53:40, 39.784191, -105.027054, 1644.90, 34.04
2/17/2026, 17:53:41, 39.784225, -105.026657, 1644.20, 33.94
2/17/2026, 17:53:42, 39.784245, -105.026253, 1643.60, 32.92
2/17/2026, 17:53:43, 39.784264, -105.025879, 1642.80, 32.47
2/17/2026, 17:53:44, 39.784283, -105.025505, 1643.00, 32.46
2/17/2026, 17:53:45, 39.784294, -105.025131, 1642.30, 32.16
2/17/2026, 17:53:46, 39.784294, -105.024757, 1642.50, 32.18
2/17/2026, 17:53:47, 39.784286, -105.024384, 1643.90, 31.71
2/17/2026, 17:53:48, 39.784275, -105.024010, 1645.30, 31.33
2/17/2026, 17:53:49, 39.784241, -105.023651, 1647.10, 31.04
2/17/2026, 17:53:50, 39.784195, -105.023308, 1648.20, 30.65
2/17/2026, 17:53:51, 39.784142, -105.022949, 1648.70, 30.69
2/17/2026, 17:53:52, 39.784084, -105.022591, 1649.00, 31.32
2/17/2026, 17:53:53, 39.784016, -105.022232, 1649.10, 31.91
2/17/2026, 17:53:54, 39.783943, -105.021873, 1648.40, 32.21
2/17/2026, 17:53:55, 39.783878, -105.021500, 1647.80, 32.47
2/17/2026, 17:53:56, 39.783806, -105.021141, 1646.50, 32.51
2/17/2026, 17:53:57, 39.783741, -105.020767, 1644.40, 32.64
2/17/2026, 17:53:58, 39.783691, -105.020378, 1642.30, 32.80
2/17/2026, 17:53:59, 39.783642, -105.019989, 1640.60, 33.00
2/17/2026, 17:54:00, 39.783627, -105.019615, 1639.00, 32.87
2/17/2026, 17:54:01, 39.783627, -105.019241, 1637.50, 32.99
2/17/2026, 17:54:02, 39.783619, -105.018845, 1635.50, 33.61
2/17/2026, 17:54:03, 39.783615, -105.018456, 1634.10, 33.32
2/17/2026, 17:54:04, 39.783596, -105.018066, 1632.40, 33.29
2/17/2026, 17:54:05, 39.783585, -105.017677, 1631.60, 33.28
2/17/2026, 17:54:06, 39.783588, -105.017288, 1631.60, 32.89
2/17/2026, 17:54:07, 39.783592, -105.016914, 1631.80, 32.02
2/17/2026, 17:54:08, 39.783588, -105.016556, 1631.90, 31.09
2/17/2026, 17:54:09, 39.783588, -105.016197, 1631.60, 30.49
2/17/2026, 17:54:10, 39.783585, -105.015839, 1631.20, 30.16
2/17/2026, 17:54:11, 39.783585, -105.015495, 1630.30, 29.72
2/17/2026, 17:54:12, 39.783581, -105.015152, 1629.10, 29.54
2/17/2026, 17:54:13, 39.783573, -105.014809, 1627.60, 29.66
2/17/2026, 17:54:14, 39.783573, -105.014473, 1626.40, 29.62
2/17/2026, 17:54:15, 39.783569, -105.014130, 1625.00, 29.73
2/17/2026, 17:54:16, 39.783554, -105.013771, 1623.20, 30.08
2/17/2026, 17:54:17, 39.783543, -105.013412, 1621.70, 30.51
2/17/2026, 17:54:18, 39.783543, -105.013039, 1620.40, 30.98
2/17/2026, 17:54:19, 39.783543, -105.012680, 1619.30, 31.42
2/17/2026, 17:54:20, 39.783527, -105.012321, 1617.80, 31.85
2/17/2026, 17:54:21, 39.783516, -105.011948, 1617.10, 32.26
2/17/2026, 17:54:22, 39.783512, -105.011574, 1616.60, 32.62
2/17/2026, 17:54:23, 39.783501, -105.011185, 1615.70, 32.74
2/17/2026, 17:54:24, 39.783482, -105.010811, 1615.10, 32.74
2/17/2026, 17:54:25, 39.783463, -105.010414, 1614.60, 32.77
2/17/2026, 17:54:26, 39.783440, -105.010025, 1613.90, 32.92
2/17/2026, 17:54:27, 39.783409, -105.009651, 1612.70, 33.07
2/17/2026, 17:54:28, 39.783375, -105.009262, 1611.80, 33.32
2/17/2026, 17:54:29, 39.783337, -105.008873, 1610.80, 33.55
2/17/2026, 17:54:30, 39.783291, -105.008476, 1609.70, 33.72
2/17/2026, 17:54:31, 39.783260, -105.008087, 1608.40, 33.72
2/17/2026, 17:54:32, 39.783222, -105.007698, 1607.60, 33.27
2/17/2026, 17:54:33, 39.783192, -105.007324, 1606.40, 32.84
2/17/2026, 17:54:34, 39.783161, -105.006935, 1606.10, 32.50
2/17/2026, 17:54:35, 39.783157, -105.006577, 1605.80, 31.93
2/17/2026, 17:54:36, 39.783161, -105.006203, 1605.30, 31.95
2/17/2026, 17:54:37, 39.783188, -105.005844, 1604.90, 31.27
2/17/2026, 17:54:38, 39.783245, -105.005486, 1605.00, 31.30
2/17/2026, 17:54:39, 39.783302, -105.005127, 1606.10, 30.73
2/17/2026, 17:54:40, 39.783340, -105.004753, 1606.80, 30.61
2/17/2026, 17:54:41, 39.783398, -105.004410, 1607.20, 30.21
2/17/2026, 17:54:42, 39.783455, -105.004066, 1607.80, 29.87
2/17/2026, 17:54:43, 39.783501, -105.003731, 1608.10, 29.29
2/17/2026, 17:54:44, 39.783527, -105.003403, 1608.30, 28.62
2/17/2026, 17:54:45, 39.783527, -105.003075, 1607.60, 27.79
2/17/2026, 17:54:46, 39.783512, -105.002754, 1607.40, 27.20
2/17/2026, 17:54:47, 39.783485, -105.002441, 1606.80, 26.92
2/17/2026, 17:54:48, 39.783440, -105.002151, 1606.90, 26.89
2/17/2026, 17:54:49, 39.783379, -105.001839, 1606.80, 26.88
2/17/2026, 17:54:50, 39.783310, -105.001534, 1607.20, 26.99
2/17/2026, 17:54:51, 39.783226, -105.001236, 1607.40, 27.02
2/17/2026, 17:54:52, 39.783142, -105.000946, 1607.50, 26.64
2/17/2026, 17:54:53, 39.783066, -105.000664, 1607.90, 26.24
2/17/2026, 17:54:54, 39.782978, -105.000374, 1608.10, 26.12
2/17/2026, 17:54:55, 39.782898, -105.000084, 1608.90, 25.80
2/17/2026, 17:54:56, 39.782814, -104.999802, 1609.30, 25.56
2/17/2026, 17:54:57, 39.782734, -104.999527, 1609.60, 25.34
2/17/2026, 17:54:58, 39.782650, -104.999252, 1610.20, 25.20
2/17/2026, 17:54:59, 39.782570, -104.998978, 1610.20, 25.30
2/17/2026, 17:55:00, 39.782494, -104.998695, 1610.40, 25.43
2/17/2026, 17:55:01, 39.782413, -104.998421, 1610.60, 25.48
2/17/2026, 17:55:02, 39.782333, -104.998131, 1610.20, 25.71
2/17/2026, 17:55:03, 39.782246, -104.997833, 1609.90, 25.74
2/17/2026, 17:55:04, 39.782169, -104.997559, 1609.40, 26.14
2/17/2026, 17:55:05, 39.782093, -104.997269, 1608.70, 26.17
2/17/2026, 17:55:06, 39.782017, -104.996986, 1608.00, 26.49
2/17/2026, 17:55:07, 39.781929, -104.996681, 1607.10, 26.66
2/17/2026, 17:55:08, 39.781845, -104.996407, 1606.60, 26.83
2/17/2026, 17:55:09, 39.781757, -104.996094, 1605.20, 27.08
2/17/2026, 17:55:10, 39.781673, -104.995804, 1603.90, 27.33
2/17/2026, 17:55:11, 39.781590, -104.995506, 1602.80, 27.56
2/17/2026, 17:55:12, 39.781506, -104.995201, 1602.00, 27.70
2/17/2026, 17:55:13, 39.781425, -104.994904, 1600.90, 27.70
2/17/2026, 17:55:14, 39.781338, -104.994598, 1600.10, 27.54
2/17/2026, 17:55:15, 39.781258, -104.994301, 1599.40, 27.46
2/17/2026, 17:55:16, 39.781174, -104.993996, 1599.10, 27.36
2/17/2026, 17:55:17, 39.781082, -104.993683, 1599.00, 27.38
2/17/2026, 17:55:18, 39.781006, -104.993393, 1599.60, 27.24
2/17/2026, 17:55:19, 39.780930, -104.993080, 1600.40, 27.28
2/17/2026, 17:55:20, 39.780842, -104.992775, 1600.90, 27.43
2/17/2026, 17:55:21, 39.780754, -104.992462, 1601.30, 27.40
2/17/2026, 17:55:22, 39.780674, -104.992187, 1601.70, 27.35
2/17/2026, 17:55:23, 39.780594, -104.991898, 1601.80, 26.78
2/17/2026, 17:55:24, 39.780514, -104.991600, 1601.80, 26.78
2/17/2026, 17:55:25, 39.780441, -104.991310, 1601.40, 27.04
2/17/2026, 17:55:26, 39.780376, -104.990997, 1601.30, 27.29
2/17/2026, 17:55:27, 39.780308, -104.990707, 1601.50, 27.43
2/17/2026, 17:55:28, 39.780235, -104.990379, 1600.90, 27.56
2/17/2026, 17:55:29, 39.780174, -104.990074, 1600.10, 27.81
2/17/2026, 17:55:30, 39.780113, -104.989746, 1599.50, 28.12
2/17/2026, 17:55:31, 39.780052, -104.989418, 1599.00, 28.47
2/17/2026, 17:55:32, 39.780006, -104.989082, 1598.70, 28.81
2/17/2026, 17:55:33, 39.779953, -104.988739, 1599.00, 28.95
2/17/2026, 17:55:34, 39.779919, -104.988411, 1597.80, 28.95
